Formula_label,Lipid_Formula_label,Opt_Method,Ionizable_Lipid,Helper_lipid,SORT_lipid,Iter,IL_NP_ratio,(IL+HL),HL_(IL+HL),PEG_(Chol+PEG),SORT_of_total,on_target,NORM_RLU_HEPG2
260,#VALUE!,N/A,SM-102,DSPC,18PG,0,4.566887,34.47393505,0,1.433614,3.797458238,4.555471,7.939622
261,#VALUE!,N/A,SM-102,DSPC,18PG,0,6.204104,40.78608158,0,1.438764,4.403607269,4.712033,8.139641
262,#VALUE!,N/A,SM-102,DSPC,18PG,0,6.761825,32.56339278,0,1.394717,3.611817558,4.17308,7.752236
263,#VALUE!,N/A,SM-102,DSPC,18PG,0,4.233641,39.66409859,0,1.460936,4.419510348,4.465884,8.135799
264,#VALUE!,N/A,SM-102,DSPC,18PG,0,4.274646,26.08693235,0,1.398844,2.924932917,4.706176,7.565165
265,#VALUE!,N/A,SM-102,DSPC,18PG,0,4.208646151,22.41907648,0,1.491798,2.451315912,4.593332,7.234194
266,#VALUE!,N/A,SM-102,DSPC,18PG,0,3.683006428,30.65844555,0,1.396425,3.526434425,4.690489,7.991661
267,#VALUE!,N/A,SM-102,DSPC,18PG,0,6.030407793,36.98621083,0,1.462187,4.185701586,4.454576,8.43395
268,#VALUE!,N/A,SM-102,DSPC,18PG,0,6.241981272,29.81544614,0,1.029804,4.381753094,4.669916,8.811719
269,#VALUE!,N/A,SM-102,DSPC,18PG,0,9.17911024,85.420546,0,0.477,8.7071436,2.928703,5.543423
270,#VALUE!,N/A,SM-102,DSPC,18PG,0,2.4228078,10.9971567,0,1.405,13.7903946,0.379746,2.181462
271,#VALUE!,N/A,SM-102,DSPC,18PG,0,4.09642716,68.35232492,0,1.107,50.37866144,0.322249,3.685088
272,#VALUE!,N/A,SM-102,DSPC,18PG,0,3.56981469,26.7496925,0,1.107,3.31235128,4.890162,9.932238
273,#VALUE!,N/A,SM-102,DSPC,18PG,0,7.7375158,55.19152639,0,1.397,17.51783308,4.300087,7.217488
274,#VALUE!,N/A,SM-102,DSPC,18PG,0,3.83839848,22.2958297,0,1.098,10.52732468,5.235632,9.70897
275,#VALUE!,N/A,SM-102,DSPC,18PG,0,9.56173402,59.79919547,0,0.558,6.26804502,4.165546,7.662922
276,#VALUE!,N/A,SM-102,DSPC,18PG,0,4.99682568,45.47229303,0,1.09,31.98320256,0.133695,2.555503
277,#VALUE!,N/A,SM-102,DSPC,18PG,0,4.5433978,81.48296539,0,0.201,49.73277204,-0.06009,1.27692
278,#VALUE!,N/A,SM-102,DSPC,18PG,0,2.22720108,17.37146646,0,1.065,15.32707044,0.440425,0.476061
279,#VALUE!,N/A,SM-102,DSPC,18PG,0,8.12633528,86.28628521,0,0.96,17.58615246,3.217654,4.5515
280,#VALUE!,N/A,SM-102,DSPC,18PG,0,4.31110114,48.38259605,0,1.106,41.82776021,-0.12101,0.22068
281,#VALUE!,N/A,SM-102,DSPC,18PG,0,3.56123195,12.75952265,0,1.399,10.72148805,1.053777,2.710565
282,#VALUE!,N/A,SM-102,DSPC,18PG,0,2.3725535,15.45153604,0,1.092,9.61515275,2.750668,4.353935
283,#VALUE!,N/A,SM-102,DSPC,18PG,0,5.904,25.05881052,0,1.078,7.59020442,4.040767,8.767714
284,#VALUE!,N/A,SM-102,DSPC,18PG,0,10.717,73.97438325,0,0.2,31.067916,3.86953,7.197466
285,#VALUE!,N/A,SM-102,DSPC,18PG,0,10.717,32.24770682,0,0.201,25.0062284,0.635996,1.2559
286,#VALUE!,N/A,SM-102,DSPC,18PG,0,4.007,79.76865964,0,0.2,17.65745767,1.834952,4.075879
287,#VALUE!,N/A,SM-102,DSPC,18PG,0,10.13,52.79465976,0,1.385,34.859065,0.783503,2.575819
288,#VALUE!,N/A,SM-102,DSPC,18PG,0,14.544,52.99694993,0,0.2,34.98507021,0.750949,2.67879
289,#VALUE!,N/A,SM-102,DSPC,18PG,0,4.165,71.03317645,0,0.201,32.81279196,4.644336,3.938151
290,#VALUE!,N/A,SM-102,DSPC,18PG,0,10.13,48.36660393,0,0.21,39.76379172,0.6569,2.087711
291,#VALUE!,N/A,SM-102,DSPC,18PG,0,10.717,58.08047684,0,0.2,26.48532789,4.245183,7.401801
292,#VALUE!,N/A,SM-102,DSPC,18PG,0,10.717,37.62525966,0,0.2,21.20047357,5.759389,8.144751
293,#VALUE!,N/A,SM-102,DSPC,18PG,0,11.016,53.08361557,0,0.2,34.91399568,0.888244,1.366678
294,#VALUE!,N/A,SM-102,DSPC,18PG,0,10.081,49.50153964,0,0.964,38.73674607,0.430689,-0.55948
295,#VALUE!,N/A,SM-102,DSPC,18PG,0,4.188,77.48487772,0,0.457,29.26531866,2.96637,4.751317
296,#VALUE!,N/A,SM-102,DSPC,18PG,0,10.717,64.71255061,0,0.2,32.1288435,4.152208,6.859189
297,#VALUE!,N/A,SM-102,DSPC,18PG,0,10.717,73.04016219,0,0.2,35.8156376,3.898846,5.781355
298,#VALUE!,N/A,SM-102,DSPC,18PG,0,10.071,52.52023029,0,0.485,34.91333216,1.335583,3.074388
299,#VALUE!,N/A,SM-102,DSPC,18PG,0,4,14.59966272,0,1.083,10.380916,7.280323,9.922605
300,#VALUE!,N/A,SM-102,DSPC,18PG,0,24.069,37.31089627,0,0.2,21.15376188,7.052189,10.28466
301,#VALUE!,N/A,SM-102,DSPC,18PG,0,9.697,67.23465381,0,0.2,40.37603056,2.266314,3.99343
302,#VALUE!,N/A,SM-102,DSPC,18PG,0,15.27,37.43510545,0,0.962,21.49111678,6.807753,8.983383
303,#VALUE!,N/A,SM-102,DSPC,18PG,0,4.166,74.74654462,0,0.2,22.15322734,3.610403,3.654347
304,#VALUE!,N/A,SM-102,DSPC,18PG,0,4.001,33.51086669,0,1.089,25.16822295,2.904159,2.93778
305,#VALUE!,N/A,SM-102,DSPC,18PG,0,4,65.98150451,0,1.001,39.9738298,2.613928,3.235901
306,#VALUE!,N/A,SM-102,DSPC,18PG,0,19.295,37.67426956,0,0.234,21.33585976,7.038158,9.555247
307,#VALUE!,N/A,SM-102,DSPC,18PG,0,11.183,37.48296572,0,0.291,21.50299424,6.955529,9.119769
308,#VALUE!,N/A,SM-102,DSPC,18PG,0,6.194,72.22936065,0,0.2,33.18843054,6.07071,4.68473
309,#VALUE!,N/A,SM-102,DSPC,18PG,0,5.342,27.06416461,0,1.115,15.68890701,6.862288,10.94219
310,#VALUE!,N/A,SM-102,DSPC,18PG,0,21.832,37.61543724,0,0.962,21.2545575,6.291813,9.567361
311,#VALUE!,N/A,SM-102,DSPC,18PG,0,5.592,70.92523849,0,1.103,32.78018808,5.212937,2.485856
312,#VALUE!,N/A,SM-102,DSPC,18PG,0,14.062,37.68065891,0,0.201,21.27323694,6.297564,6.749769
313,#VALUE!,N/A,SM-102,DSPC,18PG,0,16.687,37.4653146,0,0.229,21.4356006,6.01036,7.347407
314,#VALUE!,N/A,SM-102,DSPC,18PG,0,4,55.71611928,0,1.428,34.0934003,5.406294,2.179489
315,#VALUE!,N/A,SM-102,DSPC,18PG,0,11.796,37.66846496,0,0.208,21.21965235,4.763643,8.472737
316,#VALUE!,N/A,SM-102,DSPC,18PG,0,6.099,67.94078338,0,1.079,38.76020043,4.081756,2.821364
317,#VALUE!,N/A,SM-102,DSPC,18PG,0,5.333,57.21700253,0,1.085,28.242522,4.18148,5.092654
318,#VALUE!,N/A,SM-102,DSPC,18PG,0,6.134,49.76103273,0,1.083,31.77606575,4.129516,2.507529
319,#VALUE!,N/A,SM-102,DSPC,18PG,0,4,67.12641237,0,1.083,38.68025532,3.700829,2.844188
320,#VALUE!,N/A,SM-102,DSPC,18PG,0,5.94,55.57078704,0,1.398,34.28422866,3.73075,1.893883
321,#VALUE!,N/A,SM-102,DSPC,18PG,0,5.463,57.35056022,0,1.431,28.28979664,3.642813,6.021843
322,#VALUE!,N/A,SM-102,DSPC,18PG,0,4,56.94997911,0,1.085,28.95938406,3.872537,4.825062
323,#VALUE!,N/A,SM-102,DSPC,18PG,0,6.134,54.50580416,0,1.081,33.54536894,4.536779,4.954294
324,#VALUE!,N/A,SM-102,DSPC,18PG,0,5.94,51.2361624,0,1.398,32.1177298,4.629343,3.478019
325,#VALUE!,N/A,SM-102,DSPC,18PG,0,11.725,37.6863088,0,0.269,21.2564702,4.874276,8.626805
326,#VALUE!,N/A,SM-102,DSPC,18PG,0,6.134,50.55390181,0,1.083,32.11800075,4.145005,1.247133
327,#VALUE!,N/A,SM-102,DSPC,18PG,0,5.94,51.9546977,0,1.398,32.4221132,4.33355,1.919481
328,#VALUE!,N/A,SM-102,DSPC,18PG,0,6.142,67.24997628,0,1.079,38.473327,4.535442,3.062849
