Formula_label,Helper_lipid,NP_ratio,IL+HL,HL_IL+HL,PEG_PEG+Chol,nLnLE_RAMOS
25,DSPC,0.0,0.7875773237165031,0.0,0.3335101030255225,-1.193988965
2,DSPC,0.167125132547256,0.0,0.5163959489651009,0.3335101030255225,-1.288201707
3,DSPC,0.33425026509451194,0.0,0.5163959489651009,0.3335101030255225,-1.409167405
54,DSPC,0.33425026509451194,0.7875773237165031,0.0,0.02965133267656129,-1.506614247
52,DSPC,0.0,0.7875773237165031,0.0,0.02965133267656129,-1.562404643
81,DSPC,0.33425026509451194,0.7875773237165031,0.0,0.0,-1.562404643
61,DSPC,0.0,0.7875773237165031,0.5163959489651009,0.0,-1.606193501
80,DSPC,0.167125132547256,0.7875773237165031,0.0,0.0,-1.618195039
53,DSPC,0.167125132547256,0.7875773237165031,0.0,0.02965133267656129,-1.63068657
79,DSPC,0.0,0.7875773237165031,0.0,0.0,-2.142923358
85,DSPC,0.41855134730135835,0.4244112333830172,0.26805029269693187,0.012667376397569647,5.896019648
93,DSPC,0.8458734683538338,0.4152172537816476,0.21008296302805332,0.014832579934414473,5.89461687
92,DSPC,1.0,0.4237018384664372,0.2425640013991498,0.022824024291550157,5.847198914
111,DSPC,0.07386488599528584,0.4084942855634643,0.5548811720338067,0.2485409949798161,5.418675484
106,DSPC,0.11294748709986382,0.45291658730353895,0.7432286351413164,0.174143588257434,5.089052134
109,DSPC,0.11852296903603896,0.41691847776896834,0.6903219104750389,0.08849869956755234,4.832784889
104,DSPC,0.9586963889032787,0.433280426597117,0.1860727783811904,0.0070239278857384905,4.821893668
84,DSPC,0.724113274804346,0.5495737648785115,0.3423414523219553,0.009672910907513993,4.589326001
89,DSPC,0.9338402732179716,0.5624972080794071,0.15448043166050707,0.0032090591029116187,4.130721019
88,DSPC,0.8675664384091939,0.6132082682822959,0.23800797271381818,0.0054344219352109695,3.80462757
122,DSPC,0.1322743123136926,0.3914254829369707,0.1927986180056767,0.42770978149713157,3.501595675
107,DSPC,0.12571242993532641,0.6834917878374582,0.6623458057170384,0.14462201637026792,3.383345209
119,DSPC,0.04596077970395557,0.17046369392141358,0.6050312338645158,0.6678494214547465,3.319676717
125,DSPC,0.6347596363434328,0.3063611473067684,0.17851466026793494,0.4658555979596187,3.273243088
87,DSPC,0.9861931832113502,0.675297636335918,0.41210147333879094,0.003141979984716872,3.137159193
98,DSPC,0.9973817324396972,0.6512369010095218,0.47096290350343006,0.0004578077845098609,2.93533582
112,DSPC,0.0014946310203008961,0.6225223741650683,0.601497587004474,0.23173059207573818,2.876725116
